hospital_id,Hospital_address,city,contact_number,physician_id,Speciality,INSURANCE_provider_name,insurance_provider_id,,,,,,cardiologist
HSID00128208,"321 Elm St, San Francisco CA 94109",Chicago,612-555-1234,PHY05257,oncologist,Bluecross,PID5142,,,,,,
HSID00128209,"4567 Maple St, Miami, FL 33101",Miami,555-567-8901,PHY05258,neurologist,Medicare,PID5132,,,,,,
HSID00128210,"7890 Maple St, Fourtown, USA",Fourtown,555-555-5556,PHY05259,uralogist,Bluecross,PID5142,,,,,,
HSID00128211,"6789 Elm St, Othertown, USA",New York,555-555-5555,PHY05260,endocrinologist,Bluecross,PID5142,,,,,,
HSID00128212,"7890 Maple St, Fourtown, USA",Los Angeles,555-555-5558,PHY05261,cardiologist,Aetna,PID5112,,,,,,
HSID00128213,"7654 Cedar Rd, Denver, CO 80206",Houston,555-555-5555,PHY05262,oncologist,BlueCross BlueShield,PID5142,,,,,,
HSID00128214,"5678 Maple Ave, Chicago, IL",Seattle,555-555-5557,PHY05263,cardiologist,BlueCross BlueShield,PID5142,,,,,,
HSID00128215,"5678 Oak St, New York, NY 10001",Houston,555-555-5558,PHY05264,cardiologist,Bluecross,PID5142,,,,,,
HSID00128216,"456 Oak St, Otherville USA",New York,555-1234-5678,PHY05265,cardiologist,Unitedhealthcare,PID5192,,,,,,
HSID00128217,"9012 Oak St, Chicago, IL 60601",Los Angeles,555-555-5555,PHY05266,uralogist,Medicare,PID5132,,,,,,
HSID00128218,"1234 Elm St, Anytown, USA",Newtown2,555-2345-6789,PHY05267,cardiologist,Cigna,PID5122,,,,,,
HSID00128219,"3210 Cedar Rd, Miami, FL 33101",Newtown,555-555-5555,PHY05268,endocrinologist,Aetna,PID5112,,,,,,
HSID00128220,"5678 Oak St, Los Angeles, CA 90001",New York,555-555-5559,PHY05269,cardiologist,Cigna,PID5122,,,,,,
HSID00128221,"5678 Oak Ave, Miami, FL 33109",Anytown,555-1234-5678,PHY05270,oncologist,Bluecross,PID5142,,,,,,
HSID00128222,"5678 Oak Ave, Miami, FL 33109",Seattle,555-9876-5432,PHY05271,uralogist,Medicare,PID5132,,,,,,
HSID00128223,"5678 Oak St, New York, NY 10001",Los Angeles,555-555-5556,PHY05272,cardiologist,Unitedhealthcare,PID5192,,,,,,
HSID00128224,"4567 Maple St, Miami, FL 33101",San Francisco,555-555-5555,PHY05273,endocrinologist,Medicare,PID5132,,,,,,
HSID00128225,"4567 Oak Ave, Los Angeles, CA 90012",Anytown,555-555-1234,PHY05274,oncologist,Bluecross,PID5142,,,,,,
HSID00128226,"7890 Maple St, Fourtown, USA",Chicago,555-555-5559,PHY05275,endocrinologist,Bluecross,PID5142,,,,,,
HSID00128227,"5678 Maple Ave, Chicago, IL",Los Angeles,555-345-6789,PHY05276,endocrinologist,Aetna,PID5112,,,,,,
HSID00128228,"1357 Main St, New York, NY",Otherville USA,555-3456-7890,PHY05277,oncologist,Unitedhealthcare,PID5192,,,,,,
HSID00128229,"7890 Cedar St, Anytown, USA",San Francisco,555-9876-5432,PHY05278,endocrinologist,Aetna,PID5112,,,,,,
HSID00128230,"5678 Oak St, Los Angeles, CA 90001",Otherville USA,(312) 555-1234,PHY05279,cardiologist,Bluecross,PID5142,,,,,,
HSID00128231,"5678 Oak Ave, Miami, FL 33109",Seattle,555-6789-0123,PHY05280,cardiologist,Bluecross,PID5142,,,,,,
HSID00128232,"3210 Pine St, Boston, MA 02108",San Diego,555-555-5558,PHY05281,neurologist,Bluecross,PID5142,,,,,,
HSID00128233,"5678 Oak St, Los Angeles, CA 90001",Chicago,555-9876-5432,PHY05282,cardiologist,Medicare,PID5132,,,,,,
HSID00128234,"321 Elm St, San Francisco CA 94109",Los Angeles,305-555-4567,PHY05283,cardiologist,Cigna,PID5122,,,,,,
HSID00128235,"9012 Pine St, New York, NY 10001",Boston,303-555-6789,PHY05284,endocrinologist,Cigna,PID5122,,,,,,
HSID00128236,"5678 Maple Ave, Chicago, IL",Othertown,555-555-5555,PHY05285,neurologist,Aetna,PID5112,,,,,,
HSID00128237,"3456 Elm St, Miami, FL 33101",Seattle,555-555-5555,PHY05286,oncologist,Medicare,PID5132,,,,,,
HSID00128238,"3456 Oak St, Threetown, USA",Anytown,555-555-5555,PHY05287,neurologist,Cigna,PID5122,,,,,,
HSID00128239,"5678 Elm St, Anytown, USA",Los Angeles,555-555-5555,PHY05288,uralogist,Cigna,PID5122,,,,,,
HSID00128240,"1234 Elm St, Los Angeles, CA 90001",Los Angeles,555-555-5556,PHY05289,endocrinologist,Medicare,PID5132,,,,,,
HSID00128241,"456 Pine St, New York, NY 10012",Atlanta,555-987-6543,PHY05290,uralogist,Medicare,PID5132,,,,,,
HSID00128242,"456 Maple St, Los Angeles CA 90001",Othertown,(646) 555-3456,PHY05291,endocrinologist,Bluecross,PID5142,,,,,,
HSID00128243,"1234 Main St, Anytown, USA",San Francisco,555-555-5556,PHY05292,oncologist,Cigna,PID5122,,,,,,
HSID00128244,"5678 Pine St, Fivetown, USA",Anytown,555-555-5559,PHY05293,neurologist,UnitedHealthcare,PID5192,,,,,,
HSID00128245,"5678 Oak St, Los Angeles, CA 90001",Los Angeles,555-555-5558,PHY05294,cardiologist,Aetna,PID5112,,,,,,
HSID00128246,"1234 Oak Ave, San Diego CA 92109",Los Angeles,555-987-6543,PHY05295,neurologist,Aetna,PID5112,,,,,,
HSID00128247,"1234 Elm St, Los Angeles, CA 90001",Miami,555-555-5556,PHY05296,oncologist,Aetna,PID5112,,,,,,
HSID00128248,"9876 Maple St, Chicago, IL 60601",Fivetown,555-555-5555,PHY05297,cardiologist,Cigna,PID5122,,,,,,
HSID00128249,"1012 Pine St, Chicago, IL 60601",San Francisco,555-555-5555,PHY05298,uralogist,Cigna,PID5122,,,,,,
HSID00128250,"789 Pine St, Anytown USA 34567",Los Angeles,555-555-7777,PHY05299,uralogist,Medicare,PID5132,,,,,,
HSID00128251,"1234 Maple St, Anytown, USA",Chicago,555-555-5556,PHY05300,uralogist,Bluecross,PID5142,,,,,,
HSID00128252,"123 Main St, Anytown, USA",Anytown,(786) 555-7654,PHY05301,cardiologist,Cigna,PID5122,,,,,,
HSID00128253,"1234 Maple St, Anytown, USA",Anytown USA,555-555-7777,PHY05302,endocrinologist,Aetna,PID5112,,,,,,
HSID00128254,"246 Walnut St, Chicago, IL 60601",Denver,555-555-5557,PHY05303,oncologist,Medicare,PID5132,,,,,,
HSID00128255,"7890 Birch St, Atlanta, GA 30303",Chicago,555-555-5557,PHY05304,endocrinologist,BlueCross BlueShield,PID5142,,,,,,
HSID00128256,"123 Main St, New York, NY 10001",Anytown,555-555-5557,PHY05305,cardiologist,Aetna,PID5112,,,,,,
HSID00128257,"5678 Elm St, Denver, CO 80202",Othernewtown,(646) 555-3456,PHY05306,oncologist,Bluecross,PID5142,,,,,,
HSID00128258,"5678 Pine St, Fivetown, USA",Miami,555-555-5559,PHY05307,neurologist,Bluecross,PID5142,,,,,,
HSID00128259,"9012 Oak Rd, Anytown, USA",Boston,555-345-6789,PHY05308,uralogist,Unitedhealthcare,PID5192,,,,,,
HSID00128260,"4567 Oak Ave, Los Angeles, CA 90012",New York,555-345-7890,PHY05309,neurologist,UnitedHealthcare,PID5192,,,,,,
HSID00128261,"3456 Oak St, Threetown, USA",New York,555-555-1234,PHY05310,endocrinologist,Aetna,PID5112,,,,,,
HSID00128262,"5678 Elm St, Anytown, USA",Newtown USA,555-555-5556,PHY05311,uralogist,Medicare,PID5132,,,,,,
HSID00128263,"7890 Pine St, New York, NY 10001",Seattle,555-555-5555,PHY05312,endocrinologist,Cigna,PID5122,,,,,,
HSID00128264,"9012 Oak Rd, Anytown, USA",Los Angeles,555-555-1234,PHY05313,uralogist,Medicare,PID5132,,,,,,
HSID00128265,"7890 Maple St, Fourtown, USA",Atlanta,555-555-5559,PHY05314,cardiologist,Bluecross,PID5142,,,,,,
HSID00128266,"789 Oak St, Newtown, USA",Houston,555-6789-0123,PHY05315,oncologist,BlueCross BlueShield,PID5142,,,,,,
HSID00128267,"456 Pine St, Los Angeles, CA 90001, USA",Seattle,555-9876-5432,PHY05316,cardiologist,Cigna,PID5122,,,,,,
HSID00128268,"456 Pine St, Los Angeles, CA 90001, USA",New York,555-555-8888,PHY05317,oncologist,Medicare,PID5132,,,,,,
HSID00128269,"5678 Pine St, Fivetown, USA",Los Angeles,555-2222-3333,PHY05318,oncologist,Aetna,PID5112,,,,,,
HSID00128270,"101 Maple St, Anytown, USA",Los Angeles,555-555-5555,PHY05319,cardiologist,Cigna,PID5122,,,,,,
HSID00128271,"1234 Oak Ave, San Diego CA 92109",Los Angeles,(213) 555-9876,PHY05320,cardiologist,Aetna,PID5112,,,,,,
HSID00128272,"123 Main St, San Francisco, CA 94114",Los Angeles,555-3456-7890,PHY05321,endocrinologist,Bluecross,PID5142,,,,,,
HSID00128273,"5678 Pine St, Fivetown, USA",New York,555-555-5555,PHY05322,neurologist,Cigna,PID5122,,,,,,
HSID00128274,"3210 Pine St, Anytown, USA",San Diego,555-234-5678,PHY05323,cardiologist,Bluecross,PID5142,,,,,,
HSID00128275,"9012 Oak St, Chicago, IL 60601",Anytown,555-555-5556,PHY05324,cardiologist,Cigna,PID5122,,,,,,
HSID00128276,"4567 Oak Ave, Los Angeles, CA 90012",Othertown,555-555-5555,PHY05325,cardiologist,Aetna,PID5112,,,,,,
HSID00128277,"789 Oak St, Chicago, IL 60601",San Francisco,555-555-8888,PHY05326,neurologist,Medicare,PID5132,,,,,,
HSID00128278,"3456 Pine St, Anytown, USA",Chicago,555-345-6789,PHY05327,cardiologist,Medicare,PID5132,,,,,,
HSID00128279,"3210 Pine St, Seattle, WA 98101",Anytown,555-9876-5432,PHY05328,uralogist,Aetna,PID5112,,,,,,
HSID00128280,"3456 Oak Ave, Los Angeles, CA 90012",Seattle,555-555-8888,PHY05329,cardiologist,Cigna,PID5122,,,,,,
HSID00128281,"7890 Birch St, Houston, TX 77001",Fourtown,555-222-3333,PHY05330,cardiologist,Bluecross,PID5142,,,,,,
HSID00128282,"5678 Oak St, Los Angeles, CA 90001",Chicago,555-555-5556,PHY05331,cardiologist,Bluecross,PID5142,,,,,,
HSID00128283,"5678 Maple Ave, Chicago, IL",Anytown,555-555-5555,PHY05332,neurologist,Cigna,PID5122,,,,,,
HSID00128284,"1234 Elm St, Atlanta, GA 30303",Houston,555-9876-5432,PHY05333,endocrinologist,Medicare,PID5132,,,,,,
HSID00128285,"9876 Maple Rd, Seattle, WA 98101",Los Angeles,555-3456-7890,PHY05334,endocrinologist,Bluecross,PID5142,,,,,,
HSID00128286,"7890 Birch St, Atlanta, GA 30303",Anytown USA,555-555-6666,PHY05335,neurologist,Cigna,PID5122,,,,,,
HSID00128287,"1012 Pine St, Chicago, IL 60601",Miami,555-555-5555,PHY05336,uralogist,Cigna,PID5122,,,,,,
HSID00128288,"7890 Pine St, New York NY 10001",Seattle,555-3456-7890,PHY05337,cardiologist,Medicare,PID5132,,,,,,
HSID00128289,"1234 Oak Ave, San Diego CA 92109",Los Angeles,555-555-5555,PHY05338,uralogist,Aetna,PID5112,,,,,,
HSID00128290,"123 Main St, Anytown USA 12345",Los Angeles,(832) 555-6789,PHY05339,endocrinologist,Bluecross,PID5142,,,,,,
HSID00128291,"7890 Pine St, New York, NY 10001",Houston,555-555-5555,PHY05340,cardiologist,Aetna,PID5112,,,,,,
HSID00128292,"5678 Oak Ave, New York, NY 10001",Fivetown,555-222-3333,PHY05341,uralogist,Bluecross,PID5142,,,,,,
HSID00128293,"789 Oak St, Chicago, IL 60601",Chicago,555-555-5555,PHY05342,cardiologist,Aetna,PID5112,,,,,,
HSID00128294,"456 Elm St, Anytown, USA",Anytown,555-555-5555,PHY05343,endocrinologist,Cigna,PID5122,,,,,,
HSID00128295,"1234 Elm St, Atlanta, GA 30303",Anytown,555-555-5559,PHY05344,cardiologist,Cigna,PID5122,,,,,,
HSID00128296,"5678 Oak Ave, Miami, FL 33109",Anytown USA,555-555-5555,PHY05345,uralogist,Aetna,PID5112,,,,,,
HSID00128297,"567 Maple St, Newtown2, USA",Anytown USA,612-555-1234,PHY05346,oncologist,Bluecross,PID5142,,,,,,
HSID00128298,"246 Walnut St, Chicago, IL 60601",New York,555-555-5559,PHY05347,uralogist,Aetna,PID5112,,,,,,
HSID00128299,"7890 Maple St, New York, NY 10005",Los Angeles,555-555-5557,PHY05348,neurologist,Bluecross,PID5142,,,,,,
HSID00128300,"101 Maple St, Anytown, USA",Anytown,555-2222-3333,PHY05349,oncologist,UnitedHealthcare,PID5192,,,,,,
HSID00128301,"1012 Pine St, Chicago, IL 60601",Los Angeles,555-123-4567,PHY05350,uralogist,Cigna,PID5122,,,,,,
HSID00128302,"7654 Cedar Rd, Denver, CO 80206",Los Angeles,555-555-5559,PHY05351,neurologist,BlueCross,PID5142,,,,,,
HSID00128303,"9876 Maple St, Chicago, IL 60601",Boston,555-555-5558,PHY05352,uralogist,Bluecross,PID5142,,,,,,
HSID00128304,"246 Walnut St, Chicago, IL 60601",Houston,555-555-5558,PHY05353,neurologist,Unitedhealthcare,PID5192,,,,,,
HSID00128305,"456 Pine St, Los Angeles, CA 90001, USA",Chicago,555-9876-5432,PHY05354,neurologist,Medicare,PID5132,,,,,,
HSID00128306,"9012 Oak Rd, Anytown, USA",Seattle,555-567-8901,PHY05355,cardiologist,Bluecross,PID5142,,,,,,
HSID00128307,"789 Oak St, Newtown, USA",Threetown,555-555-5555,PHY05356,neurologist,Medicare,PID5132,,,,,,
HSID00128308,"321 Elm St, San Francisco CA 94109",Anytown,555-987-6543,PHY05357,uralogist,Aetna,PID5112,,,,,,
HSID00128309,"6789 Elm St, Othertown, USA",Los Angeles,555-7890-1234,PHY05358,neurologist,Aetna,PID5112,,,,,,
HSID00128310,"5678 Oak St, New York, NY 10001",Otherville USA,617-555-2345,PHY05359,cardiologist,Cigna,PID5122,,,,,,
HSID00128311,"3456 Elm St, Miami, FL 33101",Miami,555-234-5678,PHY05360,cardiologist,BlueCross,PID5142,,,,,,
HSID00128312,"456 Elm St, Othertown, USA",Chicago,555-123-4567,PHY05361,cardiologist,Medicare,PID5132,,,,,,
HSID00128313,"101 Maple Ave, Anytown USA 45678",Miami,(646) 555-3456,PHY05362,cardiologist,Bluecross,PID5142,,,,,,
HSID00128314,"789 Oak St, Chicago, IL 60601",Anytown USA,555-555-5556,PHY05363,cardiologist,Aetna,PID5112,,,,,,
HSID00128315,"3456 Oak St, Threetown, USA",Threetown,555-555-5555,PHY05364,uralogist,Cigna,PID5122,,,,,,
HSID00128316,"321 Elm St, San Francisco CA 94109",Houston,555-555-5556,PHY05365,cardiologist,Cigna,PID5122,,,,,,
HSID00128317,"246 Pine St, Seattle, WA 98101",New York,555-555-5555,PHY05366,cardiologist,Bluecross,PID5142,,,,,,
HSID00128318,"456 Elm St, Othertown, USA",Anytown,555-9876-5432,PHY05367,cardiologist,Medicare,PID5132,,,,,,
HSID00128319,"7654 Cedar Rd, Denver, CO 80206",Los Angeles,555-555-5555,PHY05368,oncologist,Medicare,PID5132,,,,,,
HSID00128320,"9876 Maple Rd, Seattle, WA 98101",Othernewtown,555-9876-5432,PHY05369,endocrinologist,Bluecross,PID5142,,,,,,
HSID00128321,"1234 Elm St, Atlanta, GA 30303",Othertown,555-555-5555,PHY05370,endocrinologist,Cigna,PID5122,,,,,,
HSID00128322,"123 Main St, Anytown USA 12345",Newtown USA,555-555-5555,PHY05371,oncologist,Cigna,PID5122,,,,,,
HSID00128323,"1234 Maple St, Anytown, USA",Miami,555-555-7777,PHY05372,cardiologist,BlueCross BlueShield,PID5142,,,,,,
HSID00128324,"246 Pine St, Seattle, WA 98101",Anytown USA,555-555-5555,PHY05373,uralogist,Aetna,PID5112,,,,,,
HSID00128325,"789 Oak St, Los Angeles, CA 90013",New York,555-555-8888,PHY05374,oncologist,Cigna,PID5122,,,,,,
HSID00128326,"4567 Oak Ave, Los Angeles, CA 90012",Othertown,555-555-6666,PHY05375,endocrinologist,Cigna,PID5122,,,,,,
HSID00128327,"321 Elm St, San Francisco CA 94109",Miami,555-123-4567,PHY05376,endocrinologist,Aetna,PID5112,,,,,,
HSID00128328,"1234 Oak St, Los Angeles, CA",Los Angeles,555-7890-1234,PHY05377,cardiologist,Aetna,PID5112,,,,,,
HSID00128329,"1234 Pine St, Othernewtown, USA",Boston,555-567-8901,PHY05378,oncologist,Cigna,PID5122,,,,,,
HSID00128330,"789 Oak St, Chicago, IL 60601",Anytown USA,612-555-1234,PHY05379,endocrinologist,Aetna,PID5112,,,,,,
HSID00128331,"1234 Pine St, Othernewtown, USA",Fivetown,(213) 555-9876,PHY05380,endocrinologist,Cigna,PID5122,,,,,,
HSID00128332,"1357 Elm St, Seattle WA 98101",Los Angeles,555-555-5559,PHY05381,cardiologist,Aetna,PID5112,,,,,,
HSID00128333,"5678 Maple Ave, Chicago, IL",Newtown,555-1234-5678,PHY05382,uralogist,Cigna,PID5122,,,,,,
HSID00128334,"7890 Maple St, New York, NY 10005",Chicago,206-555-7890,PHY05383,cardiologist,Bluecross,PID5142,,,,,,
HSID00128335,"9012 Oak St, Anytown, USA",Seattle,555-555-8888,PHY05384,cardiologist,Bluecross,PID5142,,,,,,
HSID00128336,"7890 Maple St, Fourtown, USA",Miami,555-1234567,PHY05385,neurologist,Bluecross,PID5142,,,,,,
HSID00128337,"789 Oak St, Newtown, USA",Anytown,555-555-5556,PHY05386,cardiologist,BlueCross BlueShield,PID5142,,,,,,
HSID00128338,"1234 Elm St, Los Angeles, CA 90001",New York,555-555-5555,PHY05387,endocrinologist,Cigna,PID5122,,,,,,
HSID00128339,"9012 Oak St, Chicago, IL 60601",Newtown USA,612-555-1234,PHY05388,uralogist,Medicare,PID5132,,,,,,
HSID00128340,"789 Pine St, Anytown USA 34567",Anytown,555-555-5555,PHY05389,neurologist,Cigna,PID5122,,,,,,
HSID00128341,"7890 Maple St, New York, NY 10005",New York,555-987-6543,PHY05390,endocrinologist,Cigna,PID5122,,,,,,
HSID00128342,"123 Main St, San Francisco, CA 94114",New York,555-3456-7890,PHY05391,uralogist,Cigna,PID5122,,,,,,
HSID00128343,"9876 Maple Rd, Seattle, WA 98101",Otherville USA,555-555-5559,PHY05392,oncologist,Unitedhealthcare,PID5192,,,,,,
HSID00128344,"7890 Pine St, New York NY 10001",Houston,555-345-7890,PHY05393,oncologist,Bluecross,PID5142,,,,,,
HSID00128345,"1234 Oak St, Los Angeles, CA",Anytown,555-555-5556,PHY05394,uralogist,Medicare,PID5132,,,,,,
HSID00128346,"456 Maple St, Los Angeles CA 90001",Threetown,555-555-5558,PHY05395,endocrinologist,Unitedhealthcare,PID5192,,,,,,
HSID00128347,"1234 Maple St, Los Angeles, CA 90001",Othertown,555-555-5558,PHY05396,neurologist,Aetna,PID5112,,,,,,
HSID00128348,"5678 Maple Ave, Anytown, USA",Seattle,555-987-6543,PHY05397,endocrinologist,Unitedhealthcare,PID5192,,,,,,
HSID00128349,"1234 Oak St, Los Angeles, CA",Newtown,555-555-5559,PHY05398,endocrinologist,BlueCross BlueShield,PID5142,,,,,,
HSID00128350,"5678 Oak St, Los Angeles, CA 90001",Anytown USA,555-9876-5432,PHY05399,neurologist,Cigna,PID5122,,,,,,
HSID00128351,"135 Elm St, Boston, MA 02115",Seattle,555-567-8901,PHY05400,cardiologist,Cigna,PID5122,,,,,,
HSID00128352,"1234 Maple St, Los Angeles, CA 90001",Anytown,555-555-5555,PHY05401,oncologist,Medicare,PID5132,,,,,,
HSID00128353,"123 Main St, New York, NY 10001",Anytown USA,555-555-5555,PHY05402,oncologist,Cigna,PID5122,,,,,,
HSID00128354,"321 Pine St, Otherville USA",Fivetown,555-555-5555,PHY05403,endocrinologist,Bluecross,PID5142,,,,,,
HSID00128355,"9012 Pine St, Chicago, IL 60601",Houston,555-555-5555,PHY05404,neurologist,Unitedhealthcare,PID5192,,,,,,
HSID00128356,"3456 Oak Ave, Los Angeles, CA 90012",Chicago,555-555-8888,PHY05405,uralogist,UnitedHealthcare,PID5192,,,,,,
HSID00128357,"7890 Pine St, Seattle, WA 98101",Othertown,555-555-5557,PHY05406,cardiologist,Bluecross,PID5142,,,,,,
HSID00128358,"456 Maple St, Los Angeles CA 90001",Chicago,555-345-6789,PHY05407,neurologist,BlueCross BlueShield,PID5142,,,,,,
HSID00128359,"1234 Main St, Anytown, USA",Seattle,555-555-1234,PHY05408,endocrinologist,Bluecross,PID5142,,,,,,
HSID00128360,"456 Oak St, Miami, FL 33101",Los Angeles,555-3456-7890,PHY05409,cardiologist,Bluecross,PID5142,,,,,,
HSID00128361,"5678 Oak Ave, New York, NY 10001",Newtown USA,(646) 555-3456,PHY05410,uralogist,Bluecross,PID5142,,,,,,
HSID00128362,"1234 Main St, San Francisco, CA 94114",Houston,555-555-5559,PHY05411,oncologist,Cigna,PID5122,,,,,,
HSID00128363,"9012 Oak Rd, Anytown, USA",Seattle,555-3456-2345,PHY05412,endocrinologist,Bluecross,PID5142,,,,,,
HSID00128364,"5678 Oak Ave, Miami, FL 33109",Otherville USA,555-555-5558,PHY05413,uralogist,Bluecross,PID5142,,,,,,
HSID00128365,"9876 Maple St, Chicago, IL 60601",New York,555-555-5559,PHY05414,oncologist,Bluecross,PID5142,,,,,,
HSID00128366,"3210 Pine St, Seattle, WA 98101",San Francisco,612-555-1234,PHY05415,neurologist,UnitedHealthcare,PID5192,,,,,,
HSID00128367,"1234 Oak St, Los Angeles, CA 90001",Houston,555-7890-1234,PHY05416,uralogist,BlueCross BlueShield,PID5142,,,,,,
HSID00128368,"5678 Pine St, Fivetown, USA",Atlanta,555-2222-3333,PHY05417,neurologist,Cigna,PID5122,,,,,,
HSID00128369,"3210 Pine St, Seattle, WA 98101",Los Angeles,555-123-4567,PHY05418,neurologist,Bluecross,PID5142,,,,,,
HSID00128370,"456 Elm St, Othertown, USA",San Francisco,555-6789-0123,PHY05419,neurologist,UnitedHealthcare,PID5192,,,,,,
HSID00128371,"456 Oak St, Otherville USA",Threetown,555-9876-5432,PHY05420,neurologist,Unitedhealthcare,PID5192,,,,,,
HSID00128372,"135 Elm St, Boston, MA 02115",San Francisco,555-555-6666,PHY05421,uralogist,Unitedhealthcare,PID5192,,,,,,
HSID00128373,"321 Elm St, San Francisco CA 94109",Miami,555-555-5558,PHY05422,endocrinologist,Bluecross,PID5142,,,,,,
HSID00128374,"3456 Oak Ave, Los Angeles, CA 90012",Newtown2,555-555-5559,PHY05423,cardiologist,Unitedhealthcare,PID5192,,,,,,
HSID00128375,"5678 Oak Ave, Miami, FL 33109",Anytown,303-555-6789,PHY05424,endocrinologist,Medicare,PID5132,,,,,,
HSID00128376,"1234 Elm St, Anytown, USA",Los Angeles,555-555-5556,PHY05425,endocrinologist,Aetna,PID5112,,,,,,
HSID00128377,"3210 Cedar St, Houston, TX 77006",Boston,555-6789-0123,PHY05426,neurologist,Unitedhealthcare,PID5192,,,,,,
HSID00128378,"9012 Oak St, Chicago, IL 60601",Atlanta,555-9876-5432,PHY05427,uralogist,Bluecross,PID5142,,,,,,
HSID00128379,"123 Main St, San Francisco, CA 94114",Miami,(786) 555-7654,PHY05428,neurologist,Aetna,PID5112,,,,,,
HSID00128380,"567 Maple St, Newtown2, USA",Boston,555-555-6666,PHY05429,oncologist,Bluecross,PID5142,,,,,,
HSID00128381,"456 Maple St, Los Angeles CA 90001",Los Angeles,555-555-8888,PHY05430,uralogist,Cigna,PID5122,,,,,,
HSID00128382,"5678 Maple Ave, Chicago, IL",Houston,555-555-5555,PHY05431,oncologist,Medicare,PID5132,,,,,,
HSID00128383,"246 Walnut St, Chicago, IL 60601",Chicago,555-555-5559,PHY05432,oncologist,Bluecross,PID5142,,,,,,
HSID00128384,"789 Oak St, Chicago, IL 60601",Los Angeles,555-555-5555,PHY05433,neurologist,Aetna,PID5112,,,,,,
HSID00128385,"456 Maple St, Los Angeles CA 90001",New York,(213) 555-9876,PHY05434,uralogist,Bluecross,PID5142,,,,,,
HSID00128386,"5678 Oak St, Los Angeles, CA 90001",Anytown,555-6789-0123,PHY05435,cardiologist,Cigna,PID5122,,,,,,
HSID00128387,"1234 Maple St, Anytown, USA",Los Angeles,555-555-5556,PHY05436,neurologist,Aetna,PID5112,,,,,,
HSID00128388,"789 Pine St, Anytown USA 34567",Miami,555-555-5559,PHY05437,oncologist,Bluecross,PID5142,,,,,,
HSID00128389,"1234 Maple St, Anytown, USA",Chicago,555-555-5559,PHY05438,uralogist,Bluecross,PID5142,,,,,,
HSID00128390,"789 Oak St, Los Angeles, CA 90013",Seattle,555-345-6789,PHY05439,oncologist,Cigna,PID5122,,,,,,
HSID00128391,"123 Maple St, San Francisco, CA 94110",Chicago,555-345-7890,PHY05440,cardiologist,Aetna,PID5112,,,,,,
HSID00128392,"7890 Pine St, New York NY 10001",Chicago,555-555-5555,PHY05441,uralogist,Aetna,PID5112,,,,,,
HSID00128393,"789 Elm St, Newtown USA",Los Angeles,555-345-7890,PHY05442,endocrinologist,Cigna,PID5122,,,,,,
HSID00128394,"9876 Maple Rd, Seattle, WA 98101",Anytown USA,555-555-5555,PHY05443,oncologist,Cigna,PID5122,,,,,,
HSID00128395,"5678 Oak Ave, Miami, FL 33109",Chicago,555-555-5559,PHY05444,cardiologist,Bluecross,PID5142,,,,,,
HSID00128396,"456 Elm St, Los Angeles, CA 90001",Othertown,555-555-6666,PHY05445,uralogist,Aetna,PID5112,,,,,,
